Layer	File	Thickness	Time	Intensity	Step Speed	Overstep Distance	Step Type	Pause
143	143.png	50	1	30	3000	6000	1000	3
144	144.png	50	1	30	3000	6000	1000	3
145	145.png	50	1	30	3000	6000	1000	3
146	146.png	50	1	30	3000	6000	1000	3
147	147.png	50	1	30	3000	6000	1000	3
148	148.png	50	1	30	3000	6000	1000	3
149	149.png	50	1	30	3000	6000	1000	3
150	150.png	50	1	30	3000	6000	1000	3
151	151.png	50	1	30	3000	6000	1000	3
152	152.png	50	1	30	3000	6000	1000	3
153	153.png	50	1	30	3000	6000	1000	3
154	154.png	50	1	30	3000	6000	1000	3
155	155.png	50	1	30	3000	6000	1000	3
156	156.png	50	1	30	3000	6000	1000	3
157	157.png	50	1	30	3000	6000	1000	3
158	158.png	50	1	30	3000	6000	1000	3
159	159.png	50	1	30	3000	6000	1000	3
160	160.png	50	1	30	3000	6000	1000	3
161	161.png	50	1	30	3000	6000	1000	3
162	162.png	50	1	30	3000	6000	1000	3
163	163.png	50	1	30	3000	6000	1000	3
164	164.png	50	1	30	3000	6000	1000	3
165	165.png	50	1	30	3000	6000	1000	3
166	166.png	50	1	30	3000	6000	1000	3
167	167.png	50	1	30	3000	6000	1000	3
168	168.png	50	1	30	3000	6000	1000	3
169	169.png	50	1	30	3000	6000	1000	3
170	170.png	50	1	30	3000	6000	1000	3
171	171.png	50	1	30	3000	6000	1000	3
172	172.png	50	1	30	3000	6000	1000	3
173	173.png	50	1	30	3000	6000	1000	3
174	174.png	50	1	30	3000	6000	1000	3
175	175.png	50	1	30	3000	6000	1000	3
176	176.png	50	1	30	3000	6000	1000	3
177	177.png	50	1	30	3000	6000	1000	3
178	178.png	50	1	30	3000	6000	1000	3
179	179.png	50	1	30	3000	6000	1000	3
180	180.png	50	1	30	3000	6000	1000	3
181	181.png	50	1	30	3000	6000	1000	3
182	182.png	50	1	30	3000	6000	1000	3
183	183.png	50	1	30	3000	6000	1000	3
184	184.png	50	1	30	3000	6000	1000	3
185	185.png	50	1	30	3000	6000	1000	3
186	186.png	50	1	30	3000	6000	1000	3
187	187.png	50	1	30	3000	6000	1000	3
188	188.png	50	1	30	3000	6000	1000	3
189	189.png	50	1	30	3000	6000	1000	3
190	190.png	50	1	30	3000	6000	1000	3
191	191.png	50	1	30	3000	6000	1000	3
192	192.png	50	1	30	3000	6000	1000	3
193	193.png	50	1	30	3000	6000	1000	3
194	194.png	50	1	30	3000	6000	1000	3
195	195.png	50	1	30	3000	6000	1000	3
196	196.png	50	1	30	3000	6000	1000	3
197	197.png	50	1	30	3000	6000	1000	3
198	198.png	50	1	30	3000	6000	1000	3
199	199.png	50	1	30	3000	6000	1000	3
200	200.png	50	1	30	3000	6000	1000	3
201	201.png	50	1	30	3000	6000	1000	3
202	202.png	50	1	30	3000	6000	1000	3
203	203.png	50	1	30	3000	6000	1000	3
204	204.png	50	1	30	3000	6000	1000	3
205	205.png	50	1	30	3000	6000	1000	3
206	206.png	50	1	30	3000	6000	1000	3
207	207.png	50	1	30	3000	6000	1000	3
208	208.png	50	1	30	3000	6000	1000	3
209	209.png	50	1	30	3000	6000	1000	3
210	210.png	50	1	30	3000	6000	1000	3
211	211.png	50	1	30	3000	6000	1000	3
212	212.png	50	1	30	3000	6000	1000	3
213	213.png	50	1	30	3000	6000	1000	3
214	214.png	50	1	30	3000	6000	1000	3
215	215.png	50	1	30	3000	6000	1000	3
216	216.png	50	1	30	3000	6000	1000	3
217	217.png	50	1	30	3000	6000	1000	3
218	218.png	50	1	30	3000	6000	1000	3
219	219.png	50	1	30	3000	6000	1000	3
220	220.png	50	1	30	3000	6000	1000	3
221	221.png	50	1	30	3000	6000	1000	3
222	222.png	50	1	30	3000	6000	1000	3
223	223.png	50	1	30	3000	6000	1000	3
224	224.png	50	1	30	3000	6000	1000	3
225	225.png	50	1	30	3000	6000	1000	3
226	226.png	50	1	30	3000	6000	1000	3
227	227.png	50	1	30	3000	6000	1000	3
228	228.png	50	1	30	3000	6000	1000	3
229	229.png	50	1	30	3000	6000	1000	3
230	230.png	50	1	30	3000	6000	1000	3
231	231.png	50	1	30	3000	6000	1000	3
232	232.png	50	1	30	3000	6000	1000	3
233	233.png	50	1	30	3000	6000	1000	3
234	234.png	50	1	30	3000	6000	1000	3
235	235.png	50	1	30	3000	6000	1000	3
236	236.png	50	1	30	3000	6000	1000	3
237	237.png	50	1	30	3000	6000	1000	3
238	238.png	50	1	30	3000	6000	1000	3
239	239.png	50	1	30	3000	6000	1000	3
240	240.png	50	1	30	3000	6000	1000	3
241	241.png	50	1	30	3000	6000	1000	3
242	242.png	50	1	30	3000	6000	1000	3
243	243.png	50	1	30	3000	6000	1000	3
244	244.png	50	1	30	3000	6000	1000	3
245	245.png	50	1	30	3000	6000	1000	3
246	246.png	50	1	30	3000	6000	1000	3
247	247.png	50	1	30	3000	6000	1000	3
248	248.png	50	1	30	3000	6000	1000	3
249	249.png	50	1	30	3000	6000	1000	3
250	250.png	50	1	30	3000	6000	1000	3
251	251.png	50	1	30	3000	6000	1000	3
252	252.png	50	1	30	3000	6000	1000	3
253	253.png	50	1	30	3000	6000	1000	3
254	254.png	50	1	30	3000	6000	1000	3
255	255.png	50	1	30	3000	6000	1000	3
256	256.png	50	1	30	3000	6000	1000	3
257	257.png	50	1	30	3000	6000	1000	3
258	258.png	50	1	30	3000	6000	1000	3
259	259.png	50	1	30	3000	6000	1000	3
260	260.png	50	1	30	3000	6000	1000	3
261	261.png	50	1	30	3000	6000	1000	3
262	262.png	50	1	30	3000	6000	1000	3
263	263.png	50	1	30	3000	6000	1000	3
264	264.png	50	1	30	3000	6000	1000	3
265	265.png	50	1	30	3000	6000	1000	3
266	266.png	50	1	30	3000	6000	1000	3
267	267.png	50	1	30	3000	6000	1000	3
268	268.png	50	1	30	3000	6000	1000	3
269	269.png	50	1	30	3000	6000	1000	3
270	270.png	50	1	30	3000	6000	1000	3
271	271.png	50	1	30	3000	6000	1000	3
272	272.png	50	1	30	3000	6000	1000	3
273	273.png	50	1	30	3000	6000	1000	3
274	274.png	50	1	30	3000	6000	1000	3
275	275.png	50	1	30	3000	6000	1000	3
276	276.png	50	1	30	3000	6000	1000	3
277	277.png	50	1	30	3000	6000	1000	3
278	278.png	50	1	30	3000	6000	1000	3
279	279.png	50	1	30	3000	6000	1000	3
280	280.png	50	1	30	3000	6000	1000	3
281	281.png	50	1	30	3000	6000	1000	3
282	282.png	50	1	30	3000	6000	1000	3
283	283.png	50	1	30	3000	6000	1000	3
284	284.png	50	1	30	3000	6000	1000	3
285	285.png	50	1	30	3000	6000	1000	3
286	286.png	50	1	30	3000	6000	1000	3
287	287.png	50	1	30	3000	6000	1000	3
288	288.png	50	1	30	3000	6000	1000	3
289	289.png	50	1	30	3000	6000	1000	3
290	290.png	50	1	30	3000	6000	1000	3
291	291.png	50	1	30	3000	6000	1000	3
292	292.png	50	1	30	3000	6000	1000	3
293	293.png	50	1	30	3000	6000	1000	3
294	294.png	50	1	30	3000	6000	1000	3
295	295.png	50	1	30	3000	6000	1000	3
296	296.png	50	1	30	3000	6000	1000	3
297	297.png	50	1	30	3000	6000	1000	3
298	298.png	50	1	30	3000	6000	1000	3
299	299.png	50	1	30	3000	6000	1000	3
300	300.png	50	1	30	3000	6000	1000	3
301	301.png	50	1	30	3000	6000	1000	3
302	302.png	50	1	30	3000	6000	1000	3
303	303.png	50	1	30	3000	6000	1000	3
304	304.png	50	1	30	3000	6000	1000	3
305	305.png	50	1	30	3000	6000	1000	3
306	306.png	50	1	30	3000	6000	1000	3
307	307.png	50	1	30	3000	6000	1000	3
308	308.png	50	1	30	3000	6000	1000	3
309	309.png	50	1	30	3000	6000	1000	3
310	310.png	50	1	30	3000	6000	1000	3
311	311.png	50	1	30	3000	6000	1000	3
312	312.png	50	1	30	3000	6000	1000	3
313	313.png	50	1	30	3000	6000	1000	3
314	314.png	50	1	30	3000	6000	1000	3
315	315.png	50	1	30	3000	6000	1000	3
316	316.png	50	1	30	3000	6000	1000	3
317	317.png	50	1	30	3000	6000	1000	3
318	318.png	50	1	30	3000	6000	1000	3
319	319.png	50	1	30	3000	6000	1000	3
320	320.png	50	1	30	3000	6000	1000	3
321	321.png	50	1	30	3000	6000	1000	3
322	322.png	50	1	30	3000	6000	1000	3
323	323.png	50	1	30	3000	6000	1000	3
324	324.png	50	1	30	3000	6000	1000	3
325	325.png	50	1	30	3000	6000	1000	3
326	326.png	50	1	30	3000	6000	1000	3
327	327.png	50	1	30	3000	6000	1000	3
328	328.png	50	1	30	3000	6000	1000	3
329	329.png	50	1	30	3000	6000	1000	3
330	330.png	50	1	30	3000	6000	1000	3
331	331.png	50	1	30	3000	6000	1000	3
332	332.png	50	1	30	3000	6000	1000	3
333	333.png	50	1	30	3000	6000	1000	3
334	334.png	50	1	30	3000	6000	1000	3
335	335.png	50	1	30	3000	6000	1000	3
336	336.png	50	1	30	3000	6000	1000	3
337	337.png	50	1	30	3000	6000	1000	3
338	338.png	50	1	30	3000	6000	1000	3
339	339.png	50	1	30	3000	6000	1000	3
340	340.png	50	1	30	3000	6000	1000	3
341	341.png	50	1	30	3000	6000	1000	3
342	342.png	50	1	30	3000	6000	1000	3
343	343.png	50	1	30	3000	6000	1000	3
344	344.png	50	1	30	3000	6000	1000	3
345	345.png	50	1	30	3000	6000	1000	3
346	346.png	50	1	30	3000	6000	1000	3
347	347.png	50	1	30	3000	6000	1000	3
348	348.png	50	1	30	3000	6000	1000	3
349	349.png	50	1	30	3000	6000	1000	3
350	350.png	50	1	30	3000	6000	1000	3
